معرف الدواء,اسم الدواء,المواد الفعالة,العيارات,الشكل الصيدلاني,المصنع,التركيب الأصلي,الشكل الأصلي,حالة المصدر
7881,Ogmant 457,amoxicillin + clavulanic Acid,400mg + 57mg,dry-syrup,شفا,amoxicillin 400mg+clavulanic Acid 57mg / 5ml,dry-syrup,بيانات مكتملة
7882,Ogmant 600,amoxicillin + clavulanic Acid,500mg + 100mg,فيال جاف,شفا,amoxicillin 500mg+clavulanic Acid 100mg / vial,dry-vial,بيانات مكتملة
7883,Ogmant 625,amoxicillin + clavulanic Acid,500mg + 125mg,قرص مغلف,شفا,amoxicillin 500mg+clavulanic Acid 125mg / c-tab,coated-tab,بيانات مكتملة
7884,Olapin 10,olanzapine,10mg,قرص مغلف,شفا,olanzapine 10mg / c-tab,coated-tab,بيانات مكتملة
7885,Olapin 5,olanzapine,5mg,قرص مغلف,شفا,olanzapine 5mg / c-tab,coated-tab,بيانات مكتملة
7886,Oraloxim 100,cefpodoxime,100mg,قرص مغلف,شفا,cefpodoxime 100mg / c-tab,coated-tab,بيانات مكتملة
7887,Oraloxim 200,cefpodoxime,200mg,قرص مغلف,شفا,cefpodoxime 200mg / c-tab,coated-tab,بيانات مكتملة
7888,Oraloxim 50,cefpodoxime,50mg,dry-syrup,شفا,cefpodoxime 50mg / 5ml,dry-syrup,بيانات مكتملة
7889,Osteobon 300,clodronic Acid,300mg,أمبولة,شفا,clodronic Acid 300mg / amp,amp,بيانات مكتملة
7890,Osteobon 400,clodronic Acid,400mg,كبسولة,شفا,clodronic Acid 400mg / cap,cap,بيانات مكتملة
7891,Oxsoral 1%,methoxsalen 10mg / ml,,محلول,شفا,methoxsalen 10mg / ml,solu,بيانات مكتملة
7892,Oxsoral 10,methoxsalen,10mg,كبسولة,شفا,methoxsalen 10mg / cap,cap,بيانات مكتملة
7893,Oxycaris 125,pyrantel 125mg / chew-tab,,قرص للمضغ,شفا,pyrantel 125mg / chew-tab,chew-tab,بيانات مكتملة
7894,Oxyrgin 0.2,methylergomethrine,0.2mg,أمبولة,شفا,methylergomethrine 0.2mg / amp,amp,بيانات مكتملة
7895,Panthen 500,dexpanthenol,500mg,أمبولة,شفا,dexpanthenol 500mg / amp,amp,بيانات مكتملة
7896,Paracod 10,codeine + paracetamol,10mg + 500mg,قرص,شفا,codeine 10mg+paracetamol 500mg / tab,tab,بيانات مكتملة
7897,Paracod 8,codeine + paracetamol 135mg / eff-tab,8mg + ,قرص فوار,شفا,codeine 8mg+paracetamol 135mg / eff-tab,eff-tab,بيانات مكتملة
7898,Parkins 100,amantadine,100mg,كبسولة,شفا,amantadine 100mg / cap,cap,بيانات مكتملة
7899,Parko 1,pergolide,1mg,قرص,شفا,pergolide 1mg / tab,tab,بيانات مكتملة
7900,Peni G 1000000,benzyl Penicillin ( penicillin G ),1000000i.u.,فيال جاف,شفا,benzyl Penicillin ( penicillin G ) 1000000i.u. / vial,dry-vial,بيانات مكتملة
7901,Peni G 3000000,benzyl Penicillin ( penicillin G ),3000000i.u.,فيال جاف,شفا,benzyl Penicillin ( penicillin G ) 3000000i.u. / vial,dry-vial,بيانات مكتملة
7902,Penitard 1200,benzathine Penicillin,1200000 i.u.,فيال جاف,شفا,benzathine Penicillin 1200000 i.u. / vial,dry-vial,بيانات مكتملة
7903,Penitard 2400,benzathine Penicillin,2400000 i.u.,فيال جاف,شفا,benzathine Penicillin 2400000 i.u. / vial,dry-vial,بيانات مكتملة
7904,Penitard 600,benzathine Penicillin,600000 i.u.,فيال جاف,شفا,benzathine Penicillin 600000 i.u. / vial,dry-vial,بيانات مكتملة
7905,Peni V 1000,phenoxy Methyl Penicillin ( penicillin V ),1000000i.u.,قرص مغلف,شفا,phenoxy Methyl Penicillin ( penicillin V ) 1000000i.u. / c-tab,coated-tab,بيانات مكتملة
7906,Peni V 1500,phenoxy Methyl Penicillin ( penicillin V ),1500000i.u.,قرص مغلف,شفا,phenoxy Methyl Penicillin ( penicillin V ) 1500000i.u. / c-tab,coated-tab,بيانات مكتملة
7907,Peni V 400,phenoxy Methyl Penicillin ( penicillin V ),400000i.u.,dry-syrup,شفا,phenoxy Methyl Penicillin ( penicillin V ) 400000i.u. / 5ml,dry-syrup,بيانات مكتملة
7908,Peni V 500,phenoxy Methyl Penicillin ( penicillin V ),500000i.u.,قرص مغلف,شفا,phenoxy Methyl Penicillin ( penicillin V ) 500000i.u. / c-tab,coated-tab,بيانات مكتملة
7909,Pheldin 10,piroxicam,10mg,كبسولة,شفا,piroxicam 10mg / cap,cap,بيانات مكتملة
7910,Pheldin 20,piroxicam,20mg,أمبولة,شفا,piroxicam 20mg / amp,amp,بيانات مكتملة
7911,Pheldin 5%,piroxicam,0.5%,كريم,شفا,piroxicam 0.5%,cream,بيانات مكتملة
7912,Pimo 2,pimozide,2mg,قرص,شفا,pimozide 2mg / tab,tab,بيانات مكتملة
7913,Pimo 4,pimozide,4mg,قرص,شفا,pimozide 4mg / tab,tab,بيانات مكتملة
7914,Piperacillin 1000,piperacillin,1000mg,فيال جاف,شفا,piperacillin 1000mg / vial,dry-vial,بيانات مكتملة
7915,Piperacillin 2000,piperacillin,2000mg,فيال جاف,شفا,piperacillin 2000mg / vial,dry-vial,بيانات مكتملة
7916,Piperacillin 3000,piperacillin,3000mg,فيال جاف,شفا,piperacillin 3000mg / vial,dry-vial,بيانات مكتملة
7917,Piperacillin 4000,piperacillin,4000mg,فيال جاف,شفا,piperacillin 4000mg / vial,dry-vial,بيانات مكتملة
7918,Pramocort 1,hydrocortisone + pramoxine,1% + 1%,مرهم,شفا,hydrocortisone 1%+pramoxine 1%,oint,بيانات مكتملة
7919,Pramocort 2.5,hydrocortisone + pramoxine,2.5% + 1%,مرهم,شفا,hydrocortisone 2.5%+pramoxine 1%,oint,بيانات مكتملة
7920,Pramonal,pramoxine + zinc Oxide,1% + 12.5%,rectal-oint,شفا,pramoxine 1%+zinc Oxide 12.5%,rectal-oint,بيانات مكتملة
7921,Pramoxine 1%,pramoxine,1%,لوشن,شفا,pramoxine 1%,lotion,بيانات مكتملة
7922,Primexane,dimethyl Polysiloxane + metoclopramide 3mg / chew-tab,250mg + ,قرص للمضغ,شفا,dimethyl Polysiloxane 250mg+metoclopramide 3mg / chew-tab,chew-tab,بيانات مكتملة
7923,Proctocort,bismuth Sub Gaiacol + cinchocaine + hydroortisone,100mg + 1mg + 10mg,تحاميل,شفا,bismuth Sub Gaiacol 100mg+cinchocaine 1mg+hydroortisone 10mg / supp,supp,بيانات مكتملة
7924,Promethazin 6.25,promethazine,6.25mg,شراب,شفا,promethazine 6.25mg / 5ml,syrup,بيانات مكتملة
7925,Prozil 125,cefprozil,125mg,dry-syrup,شفا,cefprozil 125mg / 5ml,dry-syrup,بيانات مكتملة
7926,Prozil 250,cefprozil,250mg,dry-syrup,شفا,cefprozil 250mg / 5ml,dry-syrup,بيانات مكتملة
7927,Repa 0.5,repaglinide,0.5mg,قرص,شفا,repaglinide 0.5mg / tab,tab,بيانات مكتملة
7928,Repa 1,repaglinide,1mg,قرص,شفا,repaglinide 1mg / tab,tab,بيانات مكتملة
7929,Repa 2,repaglinide,2mg,قرص,شفا,repaglinide 2mg / tab,tab,بيانات مكتملة
7930,Rocef 1000,ceftriaxone 1000mg / dry-vial,,فيال جاف,شفا,ceftriaxone 1000mg / dry-vial,dry-vial,بيانات مكتملة
7931,Rocef 2000,ceftriaxone 2000mg / dry-vial,,فيال جاف,شفا,ceftriaxone 2000mg / dry-vial,dry-vial,بيانات مكتملة
7932,Rocef 250,ceftriaxone 250mg / dry-vial,,فيال جاف,شفا,ceftriaxone 250mg / dry-vial,dry-vial,بيانات مكتملة
7933,Rocef 500,ceftriaxone 500mg / dry-vial,,فيال جاف,شفا,ceftriaxone 500mg / dry-vial,dry-vial,بيانات مكتملة
7934,Rocef Plus 1500,ceftriaxone + sulbactam 500mg / dry-vial,1000mg + ,فيال جاف,شفا,ceftriaxone 1000mg+sulbactam 500mg / dry-vial,dry-vial,بيانات مكتملة
7935,Rocef Plus 375,ceftriaxone + sulbactam 125mg / dry-vial,250mg + ,فيال جاف,شفا,ceftriaxone 250mg+sulbactam 125mg / dry-vial,dry-vial,بيانات مكتملة
7936,Rocef Plus 750,ceftriaxone + sulbactam 250mg / dry-vial,500mg + ,فيال جاف,شفا,ceftriaxone 500mg+sulbactam 250mg / dry-vial,dry-vial,بيانات مكتملة
7937,Sartor 40,telmisartan,40mg,قرص,شفا,telmisartan 40mg / tab,tab,بيانات مكتملة
7938,Sartor 80,telmisartan,80mg,قرص,شفا,telmisartan 80mg / tab,tab,بيانات مكتملة
7939,Shifadopa 250,methyldopa,250mg,قرص مغلف,شفا,methyldopa 250mg / c-tab,coated-tab,بيانات مكتملة
7940,Shifadopa Plus 1,H.C.T.Z. ( Hydro Chlor Thia Zide ) + methyldopa,15mg + 250mg,قرص مغلف,شفا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 15mg+methyldopa 250mg / c-tab,coated-tab,بيانات مكتملة
7941,Shifadopa Plus 2,H.C.T.Z. ( Hydro Chlor Thia Zide ) + methyldopa,25mg + 250mg,قرص مغلف,شفا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 25mg+methyldopa 250mg / c-tab,coated-tab,بيانات مكتملة
7942,Shifaflex,chlorzoxazone + paracetamol,250mg + 300mg,كبسولة,شفا,chlorzoxazone 250mg+paracetamol 300mg / cap,cap,بيانات مكتملة
7943,Shifalip 100,fenofibrate,100mg,كبسولة,شفا,fenofibrate 100mg / cap,cap,بيانات مكتملة
7944,Shifalip 300,fenofibrate,300mg,كبسولة,شفا,fenofibrate 300mg / cap,cap,بيانات مكتملة
7945,Shifamol 150,paracetamol,150mg,أمبولة,شفا,paracetamol 150mg / amp,amp,بيانات مكتملة
7946,Shifamol 375,paracetamol,375mg,أمبولة,شفا,paracetamol 375mg / amp,amp,بيانات مكتملة
7947,Shifaphyllin 200,dyphylline,200mg,قرص,شفا,dyphylline 200mg / tab,tab,بيانات مكتملة
7948,Shifaphyllin 400,dyphylline,400mg,تحاميل,شفا,dyphylline 400mg / supp,supp,بيانات مكتملة
7949,Shifatoin 100,phenytoin,100mg,قرص,شفا,phenytoin 100mg / tab,tab,بيانات مكتملة
7950,Shifatoin 250,phenytoin,250mg,أمبولة,شفا,phenytoin 250mg / amp,amp,بيانات مكتملة
7951,Shifatryptil 10,amitriptyline,10mg,قرص,شفا,amitriptyline 10mg / tab,tab,بيانات مكتملة
7952,Shifatryptil 25,amitriptyline,25mg,قرص,شفا,amitriptyline 25mg / tab,tab,بيانات مكتملة
7953,Shifavite 1/2,thiamine + vit B6 100mg) + (vit B12 1mg) / 1 + 1amp,100mg +  +  + ,أمبولة,شفا,thiamine 100mg+vit B6 100mg)+(vit B12 1mg) / 1+1amp,amp,بيانات مكتملة
7954,Shifazen 5,serratiopeptidase,5mg,قرص مغلف,شفا,serratiopeptidase 5mg / c-tab,coated-tab,بيانات مكتملة
7955,Shifazen Fort 10,serratiopeptidase,10mg,قرص مغلف,شفا,serratiopeptidase 10mg / c-tab,coated-tab,بيانات مكتملة
7956,Simicon 80,simethicone 80mg / chew-tab,,قرص للمضغ,شفا,simethicone 80mg / chew-tab,chew-tab,بيانات مكتملة
7957,Spasno 15,propantheline,15mg,قرص,شفا,propantheline 15mg / tab,tab,بيانات مكتملة
7958,Supertil 5,etilefrine,5mg,قرص,شفا,etilefrine 5mg / tab,tab,بيانات مكتملة
7959,Supertil 7.5,etilefrine 7.5mg / ml,,قطرات فموية,شفا,etilefrine 7.5mg / ml,oral-drops,بيانات مكتملة
7960,Tavesta 1,clemastine,1mg,قرص,شفا,clemastine 1mg / tab,tab,بيانات مكتملة
7961,Tavesta 2,clemastine,2mg,أمبولة,شفا,clemastine 2mg / amp,amp,بيانات مكتملة
7962,Tobra 20,tobramycin,20mg,أمبولة,شفا,tobramycin 20mg / amp,amp,بيانات مكتملة
7963,Tobra 40,tobramycin,40mg,أمبولة,شفا,tobramycin 40mg / amp,amp,بيانات مكتملة
7964,Tobra 80,tobramycin,80mg,أمبولة,شفا,tobramycin 80mg / amp,amp,بيانات مكتملة
7965,Tolict 600,tolmetin,600mg,قرص مغلف,شفا,tolmetin 600mg / c-tab,coated-tab,بيانات مكتملة
7966,Tranx 10,clorazepate Di Potassium,10mg,كبسولة,شفا,clorazepate Di Potassium 10mg / cap,cap,بيانات مكتملة
7967,Tranx 5,clorazepate Di Potassium,5mg,كبسولة,شفا,clorazepate Di Potassium 5mg / cap,cap,بيانات مكتملة
7968,Vasoserc 8,betahistine,8mg,قرص,شفا,betahistine 8mg / tab,tab,بيانات مكتملة
7969,Velodin 1000,cephradine 1000mg / dry-vial,,فيال جاف,شفا,cephradine 1000mg / dry-vial,dry-vial,بيانات مكتملة
7970,Velodin 125,cephradine,125mg,dry-syrup,شفا,cephradine 125mg / 5ml,dry-syrup,بيانات مكتملة
7971,Velodin 250,cephradine,250mg,كبسولة,شفا,cephradine 250mg / cap,cap,بيانات مكتملة
7972,Velodin 500,cephradine,500mg,كبسولة,شفا,cephradine 500mg / cap,cap,بيانات مكتملة
7973,Veno 300,troxerutin,300mg,كبسولة,شفا,troxerutin 300mg / cap,cap,بيانات مكتملة
7974,Verpam 40,verapamil,40mg,قرص مغلف,شفا,verapamil 40mg / c-tab,coated-tab,بيانات مكتملة
7975,Verpam 80,verapamil,80mg,قرص مغلف,شفا,verapamil 80mg / c-tab,coated-tab,بيانات مكتملة
7976,Vita C 1000,ascorbic Acid 1000mg / eff-tab,,قرص فوار,شفا,ascorbic Acid 1000mg / eff-tab,eff-tab,بيانات مكتملة
7977,Vita C 500,ascorbic Acid 500mg / loz,,قرص للمضغ,شفا,ascorbic Acid 500mg / loz,chew-tab,بيانات مكتملة
7978,Vita Cal C,calcium + vit B6 + ascorbic Acid + vit D 300i.u. / eff-tab,625mg + 15mg + 1000mg + ,قرص فوار,شفا,calcium 625mg+vit B6 15mg+ascorbic Acid 1000mg+vit D 300i.u. / eff-tab,eff-tab,بيانات مكتملة
7979,Vitanor,thiamine + vit B6 + vit B12,200mg + 200mg + 1mg,قرص مغلف,شفا,thiamine 200mg+vit B6 200mg+vit B12 1mg / c-tab,coated-tab,بيانات مكتملة
7980,Vulona 4,pancuronium,4mg,أمبولة,شفا,pancuronium 4mg / amp,amp,بيانات مكتملة
7981,Zepam 10,diazepam,10mg,أمبولة,شفا,diazepam 10mg / amp,amp,بيانات مكتملة
7982,Zidima 1000,ceftazidime 1000mg / dry-vial,,فيال جاف,شفا,ceftazidime 1000mg / dry-vial,dry-vial,بيانات مكتملة
7983,Zidima 2000,ceftazidime 2000mg / dry-vial,,فيال جاف,شفا,ceftazidime 2000mg / dry-vial,dry-vial,بيانات مكتملة
7984,Zidima 500,ceftazidime 500mg / dry-vial,,فيال جاف,شفا,ceftazidime 500mg / dry-vial,dry-vial,بيانات مكتملة
7985,Zinaros 125,cefuroxime,125mg,قرص مغلف,شفا,cefuroxime 125mg / c-tab,coated-tab,بيانات مكتملة
7986,Zinaros 1500,cefuroxime 1500mg / dry-vial,,فيال جاف,شفا,cefuroxime 1500mg / dry-vial,dry-vial,بيانات مكتملة
7987,Zinaros 250,cefuroxime,250mg,قرص مغلف,شفا,cefuroxime 250mg / c-tab,coated-tab,بيانات مكتملة
7988,Zinaros 500,cefuroxime,500mg,قرص مغلف,شفا,cefuroxime 500mg / c-tab,coated-tab,بيانات مكتملة
7989,Zinaros 750,cefuroxime 750mg / dry-vial,,فيال جاف,شفا,cefuroxime 750mg / dry-vial,dry-vial,بيانات مكتملة
7990,Zolina 1000,cefazolin 1000mg / dry-vial,,فيال جاف,شفا,cefazolin 1000mg / dry-vial,dry-vial,بيانات مكتملة
7991,Zolina 500,cefazolin 500mg / dry-vial,,فيال جاف,شفا,cefazolin 500mg / dry-vial,dry-vial,بيانات مكتملة
7992,Adapalin Plus 0.1%,adapalene + benzoyle Peroxide,0.1% + 2.5%,جل,شهبا,adapalene 0.1%+benzoyle Peroxide 2.5%,gel,بيانات مكتملة
7993,Adapalin Plus 0.3%,adapalene + benzoyle Peroxide,0.3% + 2.5%,جل,شهبا,adapalene 0.3%+benzoyle Peroxide 2.5%,gel,بيانات مكتملة
7994,Aldazide 25,H.C.T.Z. ( Hydro Chlor Thia Zide ) + spironolactone,25mg + 25mg,قرص مغلف,شهبا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 25mg+spironolactone 25mg / c-tab,coated-tab,بيانات مكتملة
7995,Aldazide 50,H.C.T.Z. ( Hydro Chlor Thia Zide ) + spironolactone,50mg + 50mg,قرص مغلف,شهبا,H.C.T.Z. ( Hydro Chlor Thia Zide ) 50mg+spironolactone 50mg / c-tab,coated-tab,بيانات مكتملة
7996,Aminocaprol 1250,amino Caproic Acid,1250mg,شراب,شهبا,amino Caproic Acid 1250mg / 5ml,syrup,بيانات مكتملة
7997,Aminocaprol 500,amino Caproic Acid,500mg,قرص,شهبا,amino Caproic Acid 500mg / tab,tab,بيانات مكتملة
7998,Amlopril 10/20,amlodipine + benazepril,10mg + 20mg,كبسولة,شهبا,amlodipine 10mg+benazepril 20mg / cap,cap,بيانات مكتملة
7999,Amlopril 2.5/10,amlodipine + benazepril,2.5mg + 10mg,كبسولة,شهبا,amlodipine 2.5mg+benazepril 10mg / cap,cap,بيانات مكتملة
8000,Amlopril 5/10,amlodipine + benazepril,5mg + 10mg,كبسولة,شهبا,amlodipine 5mg+benazepril 10mg / cap,cap,بيانات مكتملة
